brand,tier,year,season,dispersion_mean,dispersion_std,lab_entropy_mean,mean_L,saturation_mean,saturation_std,value_mean,hue_conc_mean,hue_mean,n_images,ARI_raw,ARI
Tommy Hilfiger,Fast Fashion,2016,Pre-Fall,29.429761341639928,5.681633512716181,2.3608515610879475,27.257686104093278,0.48377983665931973,0.25488363314432744,0.3384327810909932,0.5272204427183727,0.5141339243742238,28,2.5748047219682766,1.455019390185983
Tommy Hilfiger,Fast Fashion,2016,Resort,32.799337296258834,3.6819773669074656,2.5126032673409995,45.29955128261021,0.47276119531513683,0.253195645394611,0.5367410023351245,0.6132330071916725,0.30375271797573766,21,1.6399787527121108,0.9267502363693987
Tommy Hilfiger,Fast Fashion,2016,Spring,33.22600917816162,7.682561912990016,2.6400957084897736,40.99063533147176,0.4134430833606049,0.2602914679047783,0.4826653721260217,0.5115175262612427,0.350467349396095,30,2.0181732683928346,1.1404675520487
Tommy Hilfiger,Fast Fashion,2017,Fall,27.396689546519312,6.450210173338019,1.9909117982438378,21.20719498601453,0.49199964594510226,0.2139307145405653,0.29983503232649045,0.6379402328358527,0.6384620825000316,29,2.0275771396159024,1.1457816696031824
Tommy Hilfiger,Fast Fashion,2017,Pre-Fall,29.95055000305176,4.06125364507444,2.2930036034686996,32.86263404846191,0.4241742210125923,0.24044224568991016,0.40958683918539435,0.6376059749124129,0.4469300461144931,25,1.748945924482352,0.9883274684082721
Tommy Hilfiger,Fast Fashion,2017,Spring,31.098985290527345,7.043646127158396,1.6874988608840327,38.39395736694336,0.4188649657890573,0.2602888304937958,0.4650845576708391,0.7419529617017823,0.6074870229045534,25,1.0330774475475113,0.5837909589494653
Tommy Hilfiger,Fast Fashion,2018,Fall,27.93153330485026,5.883793658819728,2.343852898840609,21.51211477915446,0.35419593164908386,0.25839461495521093,0.29090092026730996,0.7089582046426551,0.39922487308695753,30,2.1823142647469314,1.2332234532562636
Tommy Hilfiger,Fast Fashion,2019,Spring,39.400645637512206,8.468680464710125,2.556485596752655,52.27862790425618,0.401593012469386,0.29408962419415574,0.6262206606286889,0.38529129743511387,0.5032271865245342,30,1.9043144339863785,1.0761260466941787
Tommy Hilfiger,Fast Fashion,2020,Fall,24.95067413330078,5.881441626727551,2.5437656665566144,25.32179504394531,0.4727974717497081,0.27345955870625677,0.2957581262419,0.6761830909716933,0.2746260834938567,25,2.6292910634814795,1.485809563407897
Tommy Hilfiger,Fast Fashion,2020,Spring,29.52416573251997,6.000656318514838,2.2837209488928045,52.051068033490864,0.16781309188799262,0.15609722509645477,0.5460865643432896,0.6658983492878129,0.3322019830984645,28,-0.7472945574398273,-0.4222953538877338
Tommy Hilfiger,Fast Fashion,2021,Fall,20.542543002537318,5.948132111690039,2.0508035582248305,28.065490768069314,0.29668140094124135,0.1896839518018512,0.33497180934055215,0.7042439693665278,0.441249417994382,21,0.5662973575553903,0.320014030121982
Tommy Hilfiger,Fast Fashion,2022,Spring,24.214691225687663,5.263668128262948,1.741701774553582,44.48153409957886,0.3736927277377496,0.15637722161600268,0.5006943915508687,0.9155598413876186,0.20121994538151966,30,-0.7070676358536498,-0.3995631635915175
Tommy Hilfiger,Fast Fashion,2023,Spring,27.12778771718343,4.757536555649342,2.4763102878914203,49.82466354370117,0.18608378736174971,0.1393751998720383,0.516509814668695,0.5724985482867236,0.44479191728091483,30,-0.5259558832200335,-0.2972171061899163
Tory Burch,Fast Fashion,2006,Fall,26.068276988135445,6.229002677242421,2.777746594920951,21.019263373480904,0.40532788245224705,0.26493405490763855,0.2427451067390955,0.4542997315246093,0.40672803662440526,18,3.1083032697178714,1.7564988480216543
Tory Burch,Fast Fashion,2007,Fall,31.494534368100375,5.3389433184852155,2.4295096028823067,35.460171326347016,0.4013122835362573,0.28484561336223796,0.4096197893635329,0.5797638062153113,0.43277144134726436,23,2.211204699283351,1.2495494068646038
Tory Burch,Fast Fashion,2007,Spring,30.229546970791286,8.365408551542568,2.1529823050723493,56.15710078345405,0.24692403786246558,0.2144119337558382,0.6002061101698524,0.6544505562616463,0.22060247818447853,18,-0.3386369679695583,-0.1913633878428034
Tory Burch,Fast Fashion,2008,Fall,27.994597361637997,4.449962310920149,2.6493225592699456,42.610820696904106,0.259915015228415,0.2206557509800437,0.4510455551867087,0.6584477710152026,0.324530370850698,26,0.8361119028228223,0.4724859406201965
