key,brand,tier,year,season,segmented,dispersion,lab_entropy,mean_L,mean_saturation,std_saturation,mean_value,hue_concentration,mean_hue
400784,Tommy Hilfiger,Fast Fashion,2015,Spring,True,37.7895622253418,2.456580548127609,59.26654815673828,0.2893428430315107,0.3058765973986054,0.6295451038591564,0.7552419351314135,0.5578461456261575
87158,Isabel Marant,Fast Fashion,2022,Spring,True,34.838348388671875,2.9050414144389243,43.53150177001953,0.1631197721417993,0.2667340821049068,0.4547372628953308,0.1909315184418749,0.4071158861741423
654130,Tory Burch,Fast Fashion,2020,Spring,True,31.17398452758789,2.9269879750041685,76.3997802734375,0.1514078961126506,0.2270339500229751,0.7989176538810134,0.4641543993145745,0.5006078755063936
486963,Tommy Hilfiger,Fast Fashion,2015,Fall,True,21.3055362701416,2.5584123031399786,32.95415496826172,0.1945041568074375,0.2366580035404597,0.3310823614671826,0.2205845993729699,0.4045542919784784
783518,Tory Burch,Fast Fashion,2013,Fall,True,8.09371566772461,1.2971721861355396,8.935166358947754,0.0720667422004044,0.1283032842955161,0.1062431396292522,0.5670532032193365,0.265426377531141
160277,Isabel Marant,Fast Fashion,2023,Spring,True,21.97584342956543,2.4753053120176904,64.70307922363281,0.120258045297116,0.1603829713049309,0.6509019753634929,0.6434142370838137,0.487291574049741
169996,Tommy Hilfiger,Fast Fashion,2013,Fall,True,27.213619232177734,2.7171426599350923,26.014162063598633,0.3824076859354973,0.2538102534932924,0.300282359490171,0.8526106291589873,0.3876773324999958
325218,Tory Burch,Fast Fashion,2013,Spring,True,32.6091194152832,1.7916864981540264,60.24297332763672,0.4335887844711542,0.2799958038764352,0.6664627555124462,0.9573044310248536,0.1079995793141424
711370,Tommy Hilfiger,Fast Fashion,2017,Fall,True,30.227556228637695,2.486459371442649,20.320545196533203,0.4395223259925842,0.1950951069593429,0.2729098200798034,0.3225736916065216,0.4958250522613525
995896,Tommy Hilfiger,Fast Fashion,2009,Fall,True,25.12642288208008,1.8202095120374304,19.529804229736328,0.2773413911014795,0.233136681565617,0.2079137291479856,0.9296940335391176,0.1362648409903049
594514,Isabel Marant,Fast Fashion,2020,Resort,True,27.04088020324707,2.8742414355163843,43.224178314208984,0.2126920319925993,0.1992598177955561,0.4520078566744923,0.5526889735650513,0.3849380863029509
1085086,Tory Burch,Fast Fashion,2010,Fall,True,31.491308212280273,2.5726981016523895,28.238195419311523,0.3284340850263834,0.2679319725865813,0.3000705944355577,0.5995098668304767,0.3222499411813915
608171,Tory Burch,Fast Fashion,2015,Fall,True,31.159032821655273,2.882223516532062,33.79573440551758,0.3489630869347602,0.2675117601483252,0.3766117725996301,0.2247453188026829,0.4218731232061982
828324,Tory Burch,Fast Fashion,2019,Fall,True,28.78193092346191,3.2817921658377194,37.33900833129883,0.2184178137052804,0.1950688284788576,0.3922431450430304,0.476771149846853,0.5266565090017393
627620,Tommy Hilfiger,Fast Fashion,2017,Spring,True,18.969295501708984,1.0267644879444782,11.894699096679688,0.5884611530359835,0.2276881361023485,0.205309810064733,0.9259022791885988,0.6447223481731489
166138,Tommy Hilfiger,Fast Fashion,2016,Pre-Fall,True,22.17123031616211,2.7239414550021976,25.56414222717285,0.2091299997754395,0.2166772852791631,0.2808862808533013,0.6514689057194669,0.6698017192436382
297653,Tommy Hilfiger,Fast Fashion,2014,Fall,True,36.85285568237305,2.7200957072000187,56.51383590698242,0.3813275098800659,0.2722856998443603,0.6428784132003784,0.6327093243598938,0.4377972483634949
530227,Isabel Marant,Fast Fashion,2023,Resort,True,27.099863052368164,2.166203551887741,57.2802848815918,0.27288428594172,0.1594422443967028,0.6556784435510635,0.769999249005119,0.7028970002532006
82439,Tommy Hilfiger,Fast Fashion,2000,Fall,True,24.79353141784668,2.8981187031598026,25.248706817626953,0.3025060731321573,0.2183343565334482,0.2868000060841441,0.4325995943686512,0.5848827071981505
